delay_sec,throughput_bps,ber_percent,extracted_string,total_time
0.0,0.8211705687877756,0.0,"hello, world!
",17.04883313179016
0.5,0.5822533887282085,0.0,"hello, world!
",24.044514417648315
1.0,0.4531557705134415,0.0,"hello, world!
",30.894453763961792
2.0,0.3119488213214985,0.0,"hello, world!
",44.87915658950806
